label,review
1,不好意思，评论晚了。。。。
1,"好吃,味美,好吃"
1,很不错，送餐速度加快了
1,不是高峰期订餐，还是很快滴！
1,味道不错，还有手套送。送餐速度也挺快的，满意！
1,很好吃而且有优惠买完9块钱一个。超值。
1,满意，不错
1,"挺快的,文艺范"
1,好吃，要是多放些菜就更好了
1,今天比较慢，幸好同时订了别的，不至于饿着
1,卷饼看着很小但是很占肚子很好吃
1,很好吃，方便
1,"包装很不错,有水准了,卷饼挺好的,可惜里面只有肉和青椒,感觉放些黄瓜啊,酱啊,会不错"
1,第三次购买了
1,粥还可以，饼真不好吃，就是肉块，口感不好，不好吃。
1,非常好吃，包装袋也很用心
1,粥木有勺子
1,第三次点了，送餐小哥这次送的很快，好像是店里的人，终于不是达达了，味道还是那么棒，希望每次都这么快，加油，好评
1,能感觉到店家非常在乎客户的意见，赞一个。
1,京酱肉丝太咸了，建议下次淡一点
1,"菜品足,非常好"
1,好吃有点慢
1,"没有想象中陷大,服务挺好的"
1,就是快递慢了点
1,尖椒土豆丝盐放少了
1,还是更喜欢素的，不过味道都很不错
1,早早就下单了，早早送来
1,还不错，，，经常吃
1,卷饼真的不错！拌饭也还可以
1,不要辣。怎么吃着有辣呢
1,送外卖的小哥不认路啊，等的有点久啊
1,"挺好的,味道和服务都不错"
1,超级快！二十分钟就到了！味道不错
1,可能是第一次来，送的比较慢，还好。
1,卷饼还行，粥太难喝，皮蛋瘦肉粥太腥了，还得自己下楼取，勉强好评
1,在做大一点
1,"纯蔬菜的有些不顶饱,建议要肉的卷卷"
1,就是不能按预定时间送达.....要么晚四十分钟要么早近一个小时.......
1,很好吃，味道很好，若能有一点青菜就更好了！
1,包装好漂亮！
1,全是肉。有点干
1,里面加肉的有些腻，下次尝尝土豆丝的~~但是超级好吃~~
1,态度很好，也很好吃，继续努力啊～
1,每次都直接送到办公室，而且速度很快～
1,很快，也好吃
1,味道很棒，服务也很棒
1,整体还不错。速度如果再快点就更完美了
1,宇宙卷饼，不是盖的
1,领导说这是一个非常适合加班时候吃的略带文艺的小卷饼
1,"包装好有喜感~满满的都是肉~除了有点干,其他都OK~"
1,皮蛋粥不如上一次的，有点稀
1,很快很不错
1,"如果是肉片就更好,饼如果能更筋道一些，就太完美了。"
1,量还不错，酱汁味道也赞，就是性价比稍微蛋疼了点
1,粥漏了又给送了个，很不错
1,非常非常好吃！
1,味道不错，就是送晚了半个多小时
1,吃这还不错。
1,很满意，味道好，量也多
1,味道好，香，量也不少
1,米饭好吃，不会很硬，菜的量还可以，味道也很好。
1,"挺不错的，很好,就是说好的尖椒呢，结果是青椒，一点辣味都没有"
1,"很慢,但很好吃"
1,送错地方了，
1,吃完满满正能量
1,好吃到停不下来...好评！！！
1,"土豆肉丝很好吃，稍咸，少点盐健康点。,京酱肉丝酱太多了，一般般"
1,"不错,满意"
1,量大，味好，速度佳
1,略太甜，腻
1,肉很多，包装很好，味道有点不够重，可以多加点料
1,送餐非常慢！但是卷饼确实很好吃哈，包装也好！
1,这家的卷饼很好吃，但是送餐每次都很慢，要一个半小时的样子。不过还挺值得等的，尤其肘子卷和鸡腿卷。不过土豆肉丝卷一般，肉少。
1,"相当好,包装精细,味道好,送餐速度"
1,"一般,不是特别好吃"
1,推荐给同事的，同事说很好吃。
1,送菜慢了点，但很好吃，不太喜欢里面的香菇，其他不错
1,还可以吃着。
1,味道不错，速度还可以。
1,味道不错，就是量挺少的
1,南瓜粥里南瓜挺多的，凉拌木耳稍微有点大火，土豆尖椒卷饼土豆丝多尖椒太少，面皮稍有点夹生，不过味道还不错，吃一个中号卷饼半份粥一份小菜很饱，不错
1,"太快了,11点就到了"
1,很好吃哦。不错
1,准时，好吃～
1,真实在。菜有点少。肉很多
1,都很满意，挺好吃的
1,买完才发现店的地址这么远。。。味道还可以，饼的皮儿有点硬，应该是太厚了的缘故吧。。。
1,外送员打了5次电话，问地址！真是无语
1,"挺好吃的,就是饼硬了点儿"
1,鱼香肉丝饭和肘子卷不错价格便宜
1,"好吃,好吃,真好吃"
1,不错很好吃
1,味道还可以，就是时间长点，挣钱都不容易，给满分吧
1,不错，卷皮厚了一些
1,真的非常好，比实体店便宜。定了好多次了
1,就是有点慢
1,都不容易全五分吧
1,晚了也没多长时间，差2分钟一个小时吧
1,"好吃,就是慢"
1,卷饼好大，味道还不错，吃着有点撑
1,太快了，送的！
1,皮蛋瘦肉粥料很足
1,"味道和以前一样的,棒棒。"
1,很好，本次也很快
1,挺好的，都是瘦肉，就是感觉里面多加点蔬菜就好了，都是肉，有点腻！
1,物美价廉！
1,嗯，还不错。
1,百度外卖一直是我的外卖首选
1,不错，喜欢
1,相当快的配送！威武！
1,肉很多，自己再配点儿黄瓜吃，棒棒哒！
1,很好，分量足，好吃，包装严实
1,包装很用心，而且还送了手套，味道不错
1,大号卷饼太大。如果胃口比较大。推荐吃两个中。
1,卷饼好吃。外卖小哥服务态度好。各种赞
1,很好吃，挺实惠的，女生买中号就行了！大号太大
1,很好吃，很卫生，很满意！！！！！！！
1,卷饼很好吃，肉超多~香菇鸡肉咸了点，下回尝尝其他菜吧，总体上是不错滴。
1,真够大的，味道棒
1,乌龙的送餐事件！饭很好吃！老板也积极解决了！会继续光临！
1,送货快，味道好！
1,很棒，未来一个月午饭就交给你们了。
1,同在五道口就是送得快，不过好像去年买的时候这个价钱可以买套餐了，虽然就差一碗粥
1,超级超级美味
1,现在的送餐速度是越来越慢
1,味道很好，就是送太慢了
1,不错～特别皮蛋瘦肉粥超级好喝～
1,一如既往的好吃。。哈哈。。粥也不错
1,卷饼挺好～凉拌木耳味道不太对，可能天热有些坏了
1,"送餐快,味道还可以,很干净"
1,分量真足，就是微贵
1,挺好吃的，果汁超级难喝
1,好吃，真的是大肘子肉
1,很好吃，而且便宜实惠
1,吃着味道很不错，也很实惠的店铺
1,很不错的味道
1,送的有点慢，其他不错，好吃，
1,送来的晚了点，味道还是很赞！
1,中分太少啦，吃不饱，女生也有好饭量
1,很好吃，定了好几次了，就是觉得中份有点小，吃不饱~
1,南瓜粥没我送！送的太慢了
1,今天还是很快的。。。。
1,送的很快，味道不错，不咸
1,不错，第二次吃了
1,要是饼再厚点就好了
1,送餐送的很快，比预计的还早，不错不错
1,"给男朋友订的,份量超足,味道超棒"
1,"很棒,包装很好"
1,好吃～～～还不贵～～～还比预计的时间早～～～
1,"很好吃,超值"
1,师傅很辛苦啊，找了一个小时才找到地儿，结果已经到下午了，吃不了了。辛苦师傅了
1,送餐慢了点，餐还可以
1,送餐速度在快些就好啦！
1,味道不错～～～从订餐到吃～～～服务也得周到超赞！！
1,没我想象的大，只有一个卷好了的，差点不够吃！
1,"包装好高大上,好吃"
1,不错不错，卷饼卷的很圆
1,太香了，太大了，全是肉，嘴唇都撑裂了
1,挺好的！包装高大上！
1,这次很好吃
1,有点远速度还行
1,好吃，就是能准时送就好了，早点就早点吧
1,口味偏北方
1,送的太快啦
1,尖椒土豆丝不好吃，别的都不错
1,还行，如果蔬菜拌饭里能多加些辣椒就更好了
1,肉有点少哦~~
1,送的太快了，服务很周到
1,挺不错的，快递员找了好久才找到，很辛苦
1,"好好次！木耳的味道吃不习惯,其他都挺好"
1,赶时间，联系店家提前送的，超赞
1,就是没菜，都是肉有点儿腻
1,这个好吃，大赞
1,专门打去电话改送餐时间，店家也说纪录好了，可是还是11点给我送来了，汗！谁中午饭这么早吃啊！更何况还没下班呢！真郁闷！
1,慢点儿不过打电话说了
1,味道一般为什么没有酱……
1,卷饼里的菜还不错，但是饼有点干
1,提前送达，味道不错，再接再厉！
1,"错峰订的，送的比之前快多了，包装虽然从简了味道还是不错的~,推荐~"
1,速度快，又好吃。
1,还行，肘子吃完有点儿恶心，送餐太慢
1,"服务态度挺不错,菜品质量也好"
1,"很好,就是送货太慢"
1,很大！吃的好饱
1,非常好吃的饼
1,口味不错，速度挺快，还有手套送，想得很周到！
1,"东西好吃,送餐超级慢,送来都快死了,昨天挺快的今天慢的要死。。。"
1,有点辣，送来时有点凉了，其他还好
1,3个小时……
1,"太慢了,每次一个小时以上"
1,不说别的这次速度满分，希望加大量吧。
1,"第一次点的时候,送餐慢，服务态度不好，隔了好久，在看评论都说送餐慢，我也很犹豫，不过抱着侥幸赌运气的成分在里面，试着又点了一次，没想到送餐速度跟我预定的时间刚好，菜也好吃。完美。满分。"
1,虽然是慢了点，可是态度很好的。。
1,"粥跟卷饼都很好,配送也超快,我就想说一点不许就是,真尼玛辣"
1,又快又好又便宜！真心给力！！！
1,宇宙还是一如既往的给力！继续！
1,经济实惠还好吃
1,挺好吃的，京酱肉丝里面全是汁水很不错，肘子也还行，吃了2个和一碗粥，勉强吃饱，感觉有点少，这个中号的有大约5*5*25那么大，大胃的可能2个不太够。
1,太慢了。。。
1,米饭是硬的。。不如上一次好吃
1,各方面都挺满意，老订不多说。
1,肉好少，不过只花了四块钱，也不能期待什么
1,不错，就是吃不惯那个饼
1,送的慢了点
1,这个价格肯定值
1,南瓜粥一般，没有南瓜的香甜味道！
1,棒棒哒，美味
1,饼硬，不太好吃
1,真的很好吃啊
1,"非常满意的餐品,玩了几分钟还是情有可原的。快递小哥辛苦了下雨天不容易"
1,便宜好吃特来推荐
1,"好吃,送的很快"
1,"第一次吃到这么精致的卷饼,锡纸卷!"
1,越来越慢了呢
1,感觉太清淡，而且最好叫店家帮你拌好饭
1,"不错,包装也很好"
1,感谢外卖哥~不错
1,饼还是挺袖珍的，味道不错
1,送餐超级慢啊，味道很好
1,感觉没有外婆家卷饼好吃
1,大家都说送的慢，弄得我不敢选他家的，但是我点了一次，超级快就送到了啊
1,非常划算又好吃
1,发货速度较慢
1,总体来说，不错，最起码价格便宜，花了四块钱，吃了一个肘子肉卷饼
1,"便宜实惠,好吃不贵"
1,肉太多肥的了，选鸡肉或者牛肉的好了
1,感觉这是最赞的一次外卖
1,也就是几块钱的东西吧，感觉标价明显是提高了的
1,肯能距离有些远，配送的比较慢
1,粥特别实惠，还有卷饼
1,好吃！包装好高大上的感觉~~~
1,这个比那个肘子味道好多了
1,配送的真快，及时。很好好强大
1,吃了牛肉，鸡肉和肘子，最后结论还是肘子好吃～
1,卷饼味道不错，粥口感好，分量足
1,微甜，本人不太爱吃
1,整体不辣，粥的味道也可以，料很足
1,评论晚了，不好意思哒，32个赞
1,不错，挺快的
1,第一次吃宇宙卷饼，好吃~
1,纯肉得，有种肉夹馍的味道
1,饭提前到了，而且还弄漏了真是的
1,1块钱吃个卷还有肉哼哼哈哈
1,这次挺好的
1,好吃，不过粥不好喝
1,很好吃，但是外卖小哥就停在学校门外了，而且态度差一直催
1,"好吃,满意"
1,送的太早了
1,肉好多，实在，送餐没法进北医校门
1,"好吃,大号也太大了,能不能别用铝箔包装,成本高加热也不方便,纸包装就挺好"
1,送餐有够慢，说是一个小时，结果快两个小时才到，我总觉得是商家一个小时才出餐，送餐时间也长
1,"卷饼,有有点油,味道还好,皮蛋瘦肉粥,很好吃"
1,很好～不错
1,超快。希望比饼皮能再软一些！
1,挺好吃的，粥也很稠
1,还行，就是吃不饱，下次订大份
1,不错，很好！！！
1,送餐员态度很好，虽然晚了，但还是好评
1,女生吃刚好，男生可能量有点少
1,配送的太太太慢了，催单根本没用，餐厅电话打不通！
1,味道一级棒，就是配送太慢了
1,好吃的卷饼
1,好吃不贵还可以送到楼上，绝对好评
1,挺好吃的，以后有机会还会点，非常实惠！
1,粥一般，卷饼不错
1,量不大，不过挺好的，这么便宜哪找去。
1,"味道一如既往的好,就是粥碗变小了,米也少了说好11:15送达,结果12:30左右才收到"
1,挺好的，优惠力度大，送餐准时
1,味道还不错啦。
1,包装太精致了，很高大上。肉也很多，但是饼有点生，不太熟。
1,味道还好，可惜凉了。
1,确实挺好吃！就是送的有点儿慢！
1,稍微慢了一点，不过老板态度很好。支持
1,速度很慢，盖饭分量小，两份估计都不够吃，习惯好评
1,嗯，纸袋比较高大上
1,很好吃，就是提前送啦
1,还行，就是速度好慢，一个多小时
1,好吃就是太少
1,排骨不错！
1,量太大，吃不完
1,好吃！肉多！实在！牛肉豆芽蘑菇洋葱
1,肉好多！好吃！
1,送餐大叔文质彬彬的：）拯救了快饿死的我。中午赌气没吃饭忍不住点了卷饼，吃一口，整个人都活了过来呀！
1,很快，也好，包装也好，赞赞赞
1,除了速度有待加强，其他都不错
1,就是送餐好慢
1,比上次慢了点，不过东西还是很好
1,好快。这次肘子卷饼青椒和肥肉好多，好辣
1,送的有点慢，其他都挺好
1,包装很好，饼很好吃
1,味道不错，就是感觉菜量有点小有点干，多少带点菜汤就好了。
1,香菇鸡肉盖饭很好吃
1,味道好，价格也实惠，推荐南瓜粥！
1,非常快，味道好
1,嗯，包装的纸袋不错，嗯，就这些了
1,个大量足，吃了很撑，太给力了，还会再来！
1,每天都在吃，就是外卖小哥有点慢，老板能不能让你们外卖小哥把速度提升一点呢？
1,味道有点淡
1,说得再好也是虚的，只有自己吃了才知道。
1,还好吧。饼的口味差点儿
1,优惠活动很超值
1,不错啊好吃
1,卷饼应该比拌饭好吃，拌饭里的菜放的酱太多
1,味道还好，量大肉多，缺点是饭下面都是油，写了不吃辣酱还是辣的
1,还可以哦，下次会再来的
1,离我们远点55分钟送到的，可以理解，饼和粥都不错
1,不错，就是送餐有些慢
1,好好好！！！
1,就是时间晚每次都晚
1,"很喜欢,家常饭"
1,盖饭的味道一般
1,分量有点少，鸡腿肉不好吃，八宝菜原来是咸菜。。。
1,"优惠了很多,很实惠,感觉整体棒棒哒,好吃,包装也好好"
1,超快送餐！
1,"NextDay推：“浮生若梦，恋恋风尘.人生总是一日难，一日佳.”,-,端午快乐！"
1,"用了这么长时间百度外卖，很少认真写评论，这家店真的让我有惊喜，所以认真写一个。一开始选择这家店有点纠结，20,30多一个卷饼感觉有点贵，看评论说30多的吃不了，所以就觉得20的会不会太小吃不饱。但算上满减的话，20的也就5块钱，试试吧。下单后20分钟就送到了，超级快，包着一个纸袋，卷饼被锡纸包着，应该是早就做好放着的，里面还送了一个塑料手套。卷饼相当不错，肉很多，当晚饭吃绝对够了。,很满意，下回还会买"
1,送的挺快，就是加多宝变成可口可乐了→_→
1,米饭太硬了，有的还没熟
1,皮蛋瘦肉粥没味道
1,有点偏甜。。
1,"东西真的非常好吃,鸡肉的那个,下次还吃"
1,东西很好吃
1,挺好的。包装很好
1,包装非常高大上，还专门配备了一次性手套，太贴心了
1,很好吃………………送餐很快……推荐
1,酱少放了点，有点淡
1,锡纸包装很好，但是今天的卷饼里面有不锈钢丝。
1,非常美味！！！！
1,不错就是太慢了
1,"挺好的,不错"
1,味道不错，就是凉的
1,"味道很赞，鸡肉很嫩很很有嚼劲，重点是送餐太快了，哈哈哈哈哈哈，喜欢。,手动10000000000000个赞。"
1,速度还可以，味道好
1,半个小时就到了~而且很值喔~
1,非常划算，很好
1,好吃就是太慢了
1,好吃，清淡不油腻
1,送的挺快的，然而并没有想象中的那么好吃
1,在外面晚赶回来十分钟，送餐小哥还在等我态度也很好，以后肯定多来，点赞
1,不错～很好！！点了两份，中午下午都有了～
1,速度很好，下次也要这个时候订餐～11.30
1,"好吃！！分量足,居然给了这么多肉"
1,非常棒，也很快
1,很快就送来了，棒棒哒，满意。
1,好吃好吃，有好吃又便宜，爱你家的卷饼，而且纸袋很高大上哦！
1,非常好，还发了朋友圈推荐给朋友们
1,很快。。卷饼味道一般但是很值。。。
1,"超级好,喜欢,送的还很快,喜欢上百度外卖了,啊啊,不要胖啊"
1,味道不错，送来的比较慢
1,很不错，不过综合起来还是肘子卷更好吃
1,微辣，还不错
1,味道不错，肉还挺多的
1,味道不错，还实惠
1,如果加酱汁就好了
1,"挺好。,就是备注不吃辣，还是放了辣椒。"
1,肉有点腻了
1,点少了，没吃饱，哈哈！不错！
1,"味道不错,肉少点儿"
1,很好吃哦！
1,送餐很快，肉很好吃，量还可以
1,非常赞，速度特别快！口感非常好！！！
1,吃起来还不错
1,挺好的，不过辣椒酱希望能改成油少一点的
1,粥还不错，饼还没尝，包装挺好，看着不错
1,速度快好多！
1,看之前的评价都说特别慢，想尝试一下10点15就下单了，结果11点就送到了，惊喜啊～卷饼味道不错，很多肉，好评～同事都说下次也要订一个试试。希望一直这么给力
1,我靠简直神速！！！
1,好吃，很赞
1,挺好，挺好吃
1,我记得我是选择下午4点半送的，结果不知道为什么变成了1点多就送到了。鱼香肉丝盖饭好吃，皮蛋粥也好吃，赞赞
1,"服务不错,但是太难吃了啊啊啊"
1,我这人很少打5星
1,速度非常快，味道也挺好，一直喜欢他家的皮蛋粥
1,很好吃，刚开始想着大份会很大，结果想多了
1,挺好，我个人喜欢更瘦一点的，不过肘子确实就这样
1,很好吃！包装也很用心！
1,订了个京酱肉丝，送来个鱼香肉丝
1,有點慢呀…
1,每种口味都喜欢
1,好吃，希望速度加快
1,用来加餐是极好的
1,好吃，送餐慢
1,好吃，荤素比例很好
1,今天的土豆是烂的，而且没有一滴油！！！
1,还不错！卷饼之外其他东西的味道原来也这么好啊～
1,汇源果汁怎搞是苦汁？其他还不错，肘子卷是小块肥肉与瘦肉吧！总体不错，推荐购买！！
1,很好吃，送餐也快，赞！！以后会多订这家的！！#^_^#
1,送餐很准时，饭菜也很好，值得购买。。。。
1,好吃，肉很多。就是尖椒有点辣
1,已经点过很多次了，每次都还挺好的，速度快，菜量足，能吃饱，全满分好评！！！
1,已经点过很多次了，每次都还挺好的，速度快，点两份能吃饱，好评！！！
1,"不错，常客了，肘子的好吃,送货也快"
1,量小，建议饭量大的吃3份卷饼，味道还是很赞的
1,味道好，只不过比预约的时间早了四十多分钟，还好我在
1,就是粥少了点
1,等了两个半小时
1,总的来说没有第一次吃的香了
1,好大一个饼
1,宇宙的味道，很好吃！
1,不错~就是鸡腿肉有点少
1,好吃，就是慢，也怪我点餐晚
1,首次尝试，挺好的。味道不错，包装新颖；不过量有点少，一个卷好像吃不饱啊……
1,还好吧就是肉切的有点大饼不是太好如果是厚面烙饼会好很多，
1,速度有点慢
1,不错，肉多
1,还可以再来
1,面皮好吃。
1,还不错，就是太慢
1,皮蛋瘦肉粥好像胡椒放多了，有点辣。鱼香肉丝的卷饼味道不错，但是甜味偏重吃多了有点腻，分量很足
1,还不错还不错还不错
1,今天晚上送的速度快，而且送餐小哥人非常好。比上次那个好多了，下午才送来
1,很划算，就是送的慢了点，送餐师傅可能新来的，对地形特别不熟
1,速度很快，很喜欢吃适合女生口味的
1,"漏发了一个泡菜,店家很快联系补发了,服务很好"
1,没想到这么实在！肘子量非常足！只是味道略有点儿淡，感觉没有把肘子的香味发挥出来，我琢磨着是不是加点什么酱或者弄点儿蒜泥什么的更好？
1,"鱼香肉丝卷味道不错,南瓜粥还行"
1,木耳的味道真的不错
1,"妈妈很喜欢他家的泡菜,当宝贝一样"
1,第四天了！
1,百度外卖不错，
1,很快，并有点厚，其他都还好。
1,味道还行，但是送得好慢
1,味道蛮不错的，包装也很喜欢
1,味道超级棒
1,过程很复杂，东西很好吃，商家还送了一次性手套。
1,不如卷饼好吃
1,味道不错，口味偏甜
1,粥里有钢丝球的小茬π_π不是第一次了
1,今天太快了，满意！
1,速度慢，都是食物真的很棒
1,包装很好，纸袋洋气
1,"下雨天,还是很快就送到了,赞一下！"
1,好吃而且包装的特别仔细，还送了手套，很贴心，超级满意
1,太好吃了，量又大
1,卷饼很好吃！
1,肥肉略多啊
1,里面有蘑菇。总体不错啦
1,大份的超级大，里面好多大肉块
1,味道真不错
1,鸡肉的加了酱汁，味道更好。送餐小哥态度也超级棒。全五分！
1,太慢啦！80多分钟才送到！
1,饼的味道还不错，但是南瓜粥如果真是六块买的话我觉得不太值，活动满减还不错
1,量挺大的！
1,肉的好吃。
1,送的超级快！
1,嘿嘿，第一家按照我选的时间送餐。好吃不贵，赞
1,非常非常非常好
1,哈哈，名字都够霸气～
1,量足味儿美！
1,真快阿。好吃实惠
1,肉还挺多的，就是送的慢了有点凉，热乎的就更好吃了
1,好吃有点贵
1,送餐大叔太帅了，速度也挺快，小腿肌肉很发达啊
1,"肉多,不错"
1,非常好，一元吃上高端卷饼，太霸气
1,价格合适，味道鲜美。我们公司每天订他们家饭
1,纸袋包装，好高大上的感觉。分量一个女生吃正合适。味道也不错。第一次点没经验，下次会搭配汤品一起
1,下了两单，第二单慢了点，味道还是不错的
1,送餐好慢好慢好慢
1,很快。就是粥有些凉。。外送服务很好哦
1,好吃，就是价格有点高量小点
1,味道还行，量不大够。
1,超级好吃，特别喜欢肘子卷饼～量的话一个够女生吃，男人不够～
1,给力给力！
1,肘子卷饼肉很足。就是我口味重不够咸
1,很好吃的，刚刚好！
1,撑死我了。就是土豆肉丝没见到肉啊。
1,很好吃，就是泡菜太咸
1,全五星好评，好吃啊
1,不是很慢，下雨天还很快
1,吃了很多次
1,不好吃，没有其他地方店面做的好吃，鸡腿肉的酱太少了，特别干，一点都不好吃！
1,包装很牛逼啊，挺好吃的，份量也可以，但是想吃饱的话最好配一个其他的东西。
1,做的比较精致，就是卷的外包装名称写清楚了，不然不知是什么口味
1,"味道可以,加上优惠比较划算,原价买的话就有点贵"
1,送餐很快，卷饼里面感觉再多点酱汁比较好
1,很好吃~~！！
1,很好吃，推荐他家的土豆丝卷饼！
1,非常棒。就是有点少，不够吃。
1,等了两个小时。
1,送餐超级快，当然也是我定的早~可惜拌菜的没有炒菜的好吃…
1,"活动很给力,实惠,好吃"
1,"有点慢了,希望下次加快"
1,4块钱超值的！！！
1,很好，超值
1,"送餐很快，分量够大，服务态度好，就是蔬菜牛肉卷的蔬菜里没有叶子菜只有豆芽和土豆条，牛肉的肉筋多了点,总体很满意,性价比高"
1,味道不错。速度很快。包装也不错。有创意。
1,非常好，很喜欢，包装很精致
1,不错，味道很好
1,"找不着地儿啊,那个大哥"
1,味道还可以，量也挺足的。不过现在是用代金券和支付优惠，如果单论单品价格就比较高了
1,好吃，不过送餐师傅的方向感要加强
1,额，还行吧，下雨天送餐员不容易
1,挺快的，味儿也不错
1,今天晚了50分钟送到，大下雨天的送餐不容易，饭不错，凉拌木耳不好吃
1,包装好棒啊
1,送餐人员很给力，直接送到门口
1,送餐挺快的，送餐员也不错，不过感觉饭没有卷饼好吃。
1,有点慢～～～送餐时间不稳定
1,很快，包装很好
1,还是很准时的
1,味道非常不错！只是送餐时间比较久。
1,"东西好好吃,就是速度好慢,说是十一点多送到,结果十二点多才送到"
